,Model Name,Position,Mean Square Error,R2 Score
12,RandomForestRegressor,QB,2667.9690399275596,0.7697559393647
8,Lasso,QB,5825.278955330547,0.49728206701938316
4,Ridge,QB,6204.501740735657,0.4645553776573986
0,LinearRegression,QB,6308.863402507708,0.45554903147367476
13,RandomForestRegressor,RB,1048.0628766671693,0.7386179128997352
1,LinearRegression,RB,1473.3025119452818,0.6325650931107121
5,Ridge,RB,1474.3877996392002,0.6322944273244735
9,Lasso,RB,1489.8130396870135,0.6284474430189695
15,RandomForestRegressor,TE,1222.7653071436816,0.560289312405129
3,LinearRegression,TE,1310.8425778906567,0.5286164173243061
7,Ridge,TE,1311.9677411043917,0.5282118046913851
11,Lasso,TE,1345.4872210469282,0.516158082290817
14,RandomForestRegressor,WR,2175.710086654338,0.5382390057436094
10,Lasso,WR,2438.015445999838,0.4825687285899045
6,Ridge,WR,2453.6359177591603,0.479253523768002
2,LinearRegression,WR,2454.1932994677777,0.47913522807523934
